county_id,year,first_treat_year,treated,post,did,region,size_group,ln_tfp,ln_patent,ln_export,ln_gdp,ln_population,ln_fiscal,gov_ratio,urban_ratio
25,2016,2014,1,1,1,East,Small,3.0707,1.7284,3.28,8.9855,5.2877,7.334,0.1868,0.5074
25,2017,2014,1,1,1,East,Small,3.1859,1.6171,3.5708,9.1231,5.2824,7.5321,0.1739,0.5371
25,2018,2014,1,1,1,East,Small,3.1495,1.8202,3.3068,9.1551,5.2851,7.5135,0.1863,0.5804
26,2010,2014,1,0,0,West,Large,2.1,0.9127,2.7572,8.2917,5.1276,6.8517,0.1884,0.4188
26,2011,2014,1,0,0,West,Large,2.1287,0.9532,2.7544,8.3106,5.1239,6.9751,0.2147,0.4454
26,2012,2014,1,0,0,West,Large,2.1394,1.0349,3.0204,8.351,5.1176,6.9012,0.1837,0.4505
26,2013,2014,1,0,0,West,Large,2.2533,1.121,2.6813,8.4362,5.109,6.912,0.1992,0.4847
26,2014,2014,1,1,1,West,Large,2.4081,1.1927,2.9805,8.5317,5.0904,7.0238,0.172,0.456
26,2015,2014,1,1,1,West,Large,2.4596,1.2686,2.9824,8.5126,5.0981,7.1153,0.1863,0.487
26,2016,2014,1,1,1,West,Large,2.492,1.2809,3.2867,8.6164,5.1388,7.0604,0.22,0.4982
26,2017,2014,1,1,1,West,Large,2.495,1.2975,3.2642,8.5908,5.1299,7.0048,0.1914,0.5214
26,2018,2014,1,1,1,West,Large,2.5674,1.4145,3.1493,8.7178,5.104,7.1517,0.2144,0.496
27,2010,2014,1,0,0,Central,Large,2.1861,1.0171,2.8472,8.4377,5.1778,6.927,0.167,0.4292
27,2011,2014,1,0,0,Central,Large,2.3635,0.9886,2.8863,8.3983,5.1719,6.9602,0.227,0.4552
